P LHS RHS
0.0017 [NNS] 'savings'
0.0017 [NNS] 'dealers'
0.0017 [NNS] 'figures'
0.0017 [NNS] 'plants'
0.0017 [NNS] 'stations'
0.0017 [NNS] 'standards'
0.0017 [NNS] 'letters'
0.0017 [NNS] 'relations'
0.0017 [NNS] 'groups'
0.0015 [NNS] 'activities'
0.0015 [NNS] 'critics'
0.0015 [NNS] 'areas'
0.0015 [NNS] 'victims'
0.0015 [NNS] 'returns'
0.0015 [NNS] 'candidates'
0.0015 [NNS] 'expenses'
0.0015 [NNS] 'findings'
0.0015 [NNS] 'hours'
0.0015 [NNS] 'loans'
0.0015 [NNS] 'ads'
0.0015 [NNS] 'sides'
0.0015 [NNS] 'Analysts'
0.0015 [NNS] 'forms'
0.0015 [NNS] 'bids'
0.0015 [NNS] 'laws'
0.0015 [NNS] 'jobs'
0.0015 [NNS] 'leaders'
0.0015 [NNS] 'superconductors'
0.0015 [NNS] 'ways'
0.0013 [NNS] 'streets'
0.0013 [NNS] 'units'
0.0013 [NNS] 'children'
0.0013 [NNS] 'specialists'
0.0013 [NNS] 'signs'
0.0013 [NNS] 'differences'
0.0013 [NNS] 'imports'
0.0013 [NNS] 'gains'
0.0013 [NNS] 'yields'
0.0013 [NNS] 'ones'
0.0013 [NNS] 'pages'
0.0013 [NNS] 'seats'
0.0013 [NNS] 'discussions'
0.0013 [NNS] 'packages'
0.0013 [NNS] 'levels'
0.0013 [NNS] 'data'
0.0013 [NNS] 'restrictions'
0.0013 [NNS] 'watches'
0.0013 [NNS] 'consumers'
0.0013 [NNS] 'businesses'
0.0013 [NNS] 'accounts'
0.0013 [NNS] 'individuals'
0.0013 [NNS] 'filters'
0.0013 [NNS] 'judges'
0.0013 [NNS] 'barrels'
0.0012 [NNS] 'losses'
0.0012 [NNS] 'devices'
0.0012 [NNS] 'manufacturers'
0.0012 [NNS] 'cigarettes'
0.0012 [NNS] 'deals'
0.0012 [NNS] 'courts'
0.0012 [NNS] 'benefits'
0.0012 [NNS] 'colleagues'
0.0012 [NNS] 'rules'
0.0012 [NNS] 'PCs'
0.0012 [NNS] 'exports'
0.0012 [NNS] 'houses'
0.0012 [NNS] 'deaths'
0.0012 [NNS] 'transplants'
0.0012 [NNS] 'scientists'
0.0012 [NNS] 'attorneys'
0.0012 [NNS] 'blacks'
0.0012 [NNS] 'electronics'
0.0012 [NNS] 'margins'
0.0012 [NNS] 'debts'
0.0012 [NNS] 'parties'
0.0012 [NNS] 'belts'
0.0012 [NNS] 'types'
0.0012 [NNS] 'pressures'
0.0012 [NNS] 'diseases'
0.0012 [NNS] 'corporations'
0.0012 [NNS] 'plans'
0.0012 [NNS] 'commitments'
0.0012 [NNS] 'purchases'
0.0012 [NNS] 'powers'
0.0012 [NNS] 'stores'
0.0012 [NNS] 'provisions'
0.0012 [NNS] 'requirements'
0.001 [NNS] 'parents'
0.001 [NNS] 'brokers'
0.001 [NNS] 'systems'
0.001 [NNS] 'vehicles'
0.001 [NNS] 'applications'
0.001 [NNS] 'reforms'
0.001 [NNS] 'minivans'
0.001 [NNS] 'crystals'
0.001 [NNS] 'politicians'
0.001 [NNS] 'taxpayers'
0.001 [NNS] 'voters'
0.001 [NNS] 'damages'
0.001 [NNS] 'auctions'
0.001 [NNS] 'Terms'
0.001 [NNS] 'meetings'
0.001 [NNS] 'ties'
0.001 [NNS] 'prospects'
0.001 [NNS] 'details'
0.001 [NNS] 'interests'
0.001 [NNS] 'educators'
0.001 [NNS] 'elevators'
0.001 [NNS] 'sanctions'
0.001 [NNS] 'players'
0.001 [NNS] 'millions'
0.001 [NNS] 'cities'
0.001 [NNS] 'resources'
0.001 [NNS] 'duties'
0.001 [NNS] 'practices'
0.001 [NNS] 'actions'
0.001 [NNS] 'amounts'
0.001 [NNS] 'documents'
0.001 [NNS] 'copies'
0.001 [NNS] 'options'
0.001 [NNS] 'kids'
0.001 [NNS] 'books'
0.001 [NNS] 'media'
0.001 [NNS] 'booklets'
0.001 [NNS] 'Fees'
0.001 [NNS] 'works'
0.001 [NNS] 'chemicals'
0.001 [NNS] 'records'
0.001 [NNS] 'instruments'
0.001 [NNS] 'financings'
0.001 [NNS] 'guards'
0.001 [NNS] 'portfolios'
0.001 [NNS] 'filings'
0.0008 [NNS] 'authorities'
0.0008 [NNS] 'sets'
0.0008 [NNS] 'uses'
0.0008 [NNS] 'dozens'
0.0008 [NNS] 'lives'
0.0008 [NNS] 'inventories'
0.0008 [NNS] 'degrees'
0.0008 [NNS] 'Japanese'
0.0008 [NNS] 'politics'
0.0008 [NNS] 'words'
0.0008 [NNS] 'fines'
0.0008 [NNS] 'defendants'
0.0008 [NNS] 'samples'
0.0008 [NNS] 'owners'
0.0008 [NNS] 'directors'
0.0008 [NNS] 'producers'
0.0008 [NNS] 'municipalities'
0.0008 [NNS] 'taxes'
0.0008 [NNS] 'editors'
0.0008 [NNS] 'reductions'
0.0008 [NNS] 'segments'
0.0008 [NNS] 'affairs'
0.0008 [NNS] 'warrants'
0.0008 [NNS] 'offices'
0.0008 [NNS] 'items'
0.0008 [NNS] 'debentures'
0.0008 [NNS] 'pickers'
0.0008 [NNS] 'deposits'
0.0008 [NNS] 'penalties'
0.0008 [NNS] 'plaintiffs'
0.0008 [NNS] 'numbers'
0.0008 [NNS] 'marks'
0.0008 [NNS] 'reruns'
0.0008 [NNS] 'partners'
0.0008 [NNS] 'hands'
0.0008 [NNS] 'thousands'
0.0008 [NNS] 'railings'
0.0008 [NNS] 'positions'
0.0008 [NNS] 'troubles'
0.0008 [NNS] 'campaigns'
0.0008 [NNS] 'alternatives'
0.0008 [NNS] 'commodities'
0.0008 [NNS] 'churches'
0.0008 [NNS] 'proceedings'
0.0008 [NNS] 'parts'
0.0008 [NNS] 'persons'
0.0008 [NNS] 'cutbacks'
0.0008 [NNS] 'vans'
0.0008 [NNS] 'ropes'
0.0008 [NNS] 'elections'
0.0008 [NNS] 'guarantees'
0.0008 [NNS] 'miles'
0.0008 [NNS] 'swings'
0.0008 [NNS] 'gyrations'
0.0008 [NNS] 'reserves'
0.0008 [NNS] 'hazards'
0.0008 [NNS] 'councils'
0.0008 [NNS] 'mortgages'
0.0008 [NNS] 'fibers'
0.0008 [NNS] 'forces'
0.0007 [NNS] 'stockbrokers'
0.0007 [NNS] 'shops'
0.0007 [NNS] 'appeals'
0.0007 [NNS] 'appointments'
0.0007 [NNS] 'merchants'
0.0007 [NNS] 'procedures'
0.0007 [NNS] 'graders'
0.0007 [NNS] 'professionals'
0.0007 [NNS] 'dealings'
0.0007 [NNS] 'estimates'
0.0007 [NNS] 'economies'
0.0007 [NNS] 'features'
0.0007 [NNS] 'films'
0.0007 [NNS] 'disputes'
0.0007 [NNS] 'subsidiaries'
0.0007 [NNS] 'teams'
0.0007 [NNS] 'stages'
0.0007 [NNS] 'initiatives'
0.0007 [NNS] 'barriers'
0.0007 [NNS] 'buy-outs'
0.0007 [NNS] 'Officials'
0.0007 [NNS] 'police'
0.0007 [NNS] 'ideas'
0.0007 [NNS] 'places'
0.0007 [NNS] 'justices'
0.0007 [NNS] 'watchers'
0.0007 [NNS] 'bullets'
0.0007 [NNS] 'prerogatives'
0.0007 [NNS] 'shipments'
0.0007 [NNS] 'measures'
0.0007 [NNS] 'folks'
0.0007 [NNS] 'railcars'
0.0007 [NNS] 'reporters'
0.0007 [NNS] 'controls'
0.0007 [NNS] 'sheets'
0.0007 [NNS] 'premiums'
0.0007 [NNS] 'decades'
0.0007 [NNS] 'patterns'
0.0007 [NNS] 'citations'
0.0007 [NNS] 'mergers'
0.0007 [NNS] 'indicators'
0.0007 [NNS] 'restaurants'
0.0007 [NNS] 'Skills'
0.0007 [NNS] 'arms'
0.0007 [NNS] 'factors'
0.0007 [NNS] 'expectations'
0.0007 [NNS] 'exposures'
0.0007 [NNS] 'creditors'
0.0007 [NNS] 'maturities'
0.0007 [NNS] 'offenders'
0.0007 [NNS] 'views'
0.0007 [NNS] 'sports'
0.0007 [NNS] 'buildings'
0.0007 [NNS] 'forecasts'
0.0007 [NNS] 'underwriters'
0.0007 [NNS] 'friends'
0.0007 [NNS] 'billions'
0.0007 [NNS] 'events'
0.0007 [NNS] 'payouts'
0.0007 [NNS] 'prosecutors'
0.0007 [NNS] 'framers'
0.0007 [NNS] 'organizations'
0.0007 [NNS] 'newspapers'
0.0007 [NNS] 'People'
0.0007 [NNS] 'disorders'
0.0007 [NNS] 'patents'
0.0007 [NNS] 'recommendations'
0.0007 [NNS] 'drivers'
0.0007 [NNS] 'comments'
0.0007 [NNS] 'commissions'
0.0007 [NNS] 'telecommunications'
0.0007 [NNS] 'shows'
0.0007 [NNS] 'guests'
0.0007 [NNS] 'offers'
0.0007 [NNS] 'reasons'
0.0007 [NNS] 'ballplayers'
0.0007 [NNS] 'declines'
0.0007 [NNS] 'francs'
0.0007 [NNS] 'suppliers'
0.0007 [NNS] 'scenes'
0.0007 [NNS] 'speculators'
0.0007 [NNS] 'reports'
0.0007 [NNS] 'chips'
0.0007 [NNS] 'observers'
0.0007 [NNS] 'pounds'
0.0007 [NNS] 'prints'
0.0007 [NNS] 'receipts'
0.0007 [NNS] 'projects'
0.0007 [NNS] 'buses'
0.0007 [NNS] 'pharmaceuticals'
0.0007 [NNS] 'bridges'
0.0007 [NNS] 'targets'
0.0007 [NNS] 'designers'
0.0007 [NNS] 'sounds'
0.0007 [NNS] 'backers'
0.0007 [NNS] 'limits'
0.0007 [NNS] 'structures'
0.0007 [NNS] 'minutes'
0.0007 [NNS] 'responses'
0.0007 [NNS] 'appliances'
0.0007 [NNS] 'Americans'
0.0007 [NNS] 'sources'
0.0007 [NNS] 'exchanges'
0.0007 [NNS] 'authors'
0.0005 [NNS] 'supporters'
0.0005 [NNS] 'Critics'
0.0005 [NNS] 'promotions'
0.0005 [NNS] 'covers'
0.0005 [NNS] 'chefs'
0.0005 [NNS] 'airlines'
0.0005 [NNS] 'partisans'
0.0005 [NNS] 'peaks'
0.0005 [NNS] 'tissues'
0.0005 [NNS] 'ambitions'
0.0005 [NNS] 'counterparts'
0.0005 [NNS] 'planners'
0.0005 [NNS] 'processors'
0.0005 [NNS] 'Economists'
0.0005 [NNS] 'names'
0.0005 [NNS] 'functions'
0.0005 [NNS] 'fasteners'
0.0005 [NNS] 'collections'
0.0005 [NNS] 'checks'
0.0005 [NNS] 'opportunities'
0.0005 [NNS] 'districts'
0.0005 [NNS] 'homes'
0.0005 [NNS] 'youngsters'
0.0005 [NNS] 'backlogs'
0.0005 [NNS] 'statistics'
0.0005 [NNS] 'amendments'
0.0005 [NNS] 'vacations'
0.0005 [NNS] 'engineers'
0.0005 [NNS] 'acres'
0.0005 [NNS] 'attractions'
0.0005 [NNS] 'negotiations'
0.0005 [NNS] 'topics'
0.0005 [NNS] 'advantages'
0.0005 [NNS] 'waters'
0.0005 [NNS] 'divisions'
0.0005 [NNS] 'arguments'
0.0005 [NNS] 'careers'
0.0005 [NNS] 'pyramids'
0.0005 [NNS] 'bidders'
0.0005 [NNS] 'sums'
0.0005 [NNS] 'injuries'
0.0005 [NNS] 'daughters'
0.0005 [NNS] 'marriages'
0.0005 [NNS] 'vicars'
0.0005 [NNS] 'opponents'
0.0005 [NNS] 'parallels'
0.0005 [NNS] 'wings'
0.0005 [NNS] 'dailies'
0.0005 [NNS] 'Prosecutors'
0.0005 [NNS] 'Americana'
0.0005 [NNS] 'subscriptions'
0.0005 [NNS] 'growths'
0.0005 [NNS] 'centers'
0.0005 [NNS] 'trays'
0.0005 [NNS] 'cuts'
0.0005 [NNS] 'neighborhoods'
0.0005 [NNS] 'Reserves'
0.0005 [NNS] 'appropriators'
0.0005 [NNS] 'contests'
0.0005 [NNS] 'implications'
0.0005 [NNS] 'towns'
0.0005 [NNS] 'worksheets'
0.0005 [NNS] 'values'
0.0005 [NNS] 'vintages'
0.0005 [NNS] 'regions'
0.0005 [NNS] 'effects'
0.0005 [NNS] 'weddings'
0.0005 [NNS] 'situations'
0.0005 [NNS] 'anti-programmers'
0.0005 [NNS] 'subjects'
0.0005 [NNS] 'officers'
0.0005 [NNS] 'advertisements'
0.0005 [NNS] 'releases'
0.0005 [NNS] 'quantities'
0.0005 [NNS] 'accessories'
0.0005 [NNS] 'conflicts'
0.0005 [NNS] 'wages'
0.0005 [NNS] 'versions'
0.0005 [NNS] 'Corporations'
0.0005 [NNS] 'participants'
0.0005 [NNS] 'headquarters'
0.0005 [NNS] 'prizes'
0.0005 [NNS] 'currencies'
0.0005 [NNS] 'genes'
0.0005 [NNS] 'rewards'
0.0005 [NNS] 'memories'
0.0005 [NNS] 'machines'
0.0005 [NNS] 'Workers'
0.0005 [NNS] 'instances'
0.0005 [NNS] 'dynamics'
0.0005 [NNS] 'games'
0.0005 [NNS] 'links'
0.0005 [NNS] 'clubs'
0.0005 [NNS] 'sellers'
0.0005 [NNS] 'strings'
0.0005 [NNS] 'affiliates'
0.0005 [NNS] 'boys'
0.0005 [NNS] 'subskills'
0.0005 [NNS] 'objectives'
0.0005 [NNS] 'negotiators'
0.0005 [NNS] 'texts'
0.0005 [NNS] 'posts'
0.0005 [NNS] 'moves'
0.0005 [NNS] 'complaints'
0.0005 [NNS] 'hopes'
0.0005 [NNS] 'associates'
0.0005 [NNS] 'regulations'
0.0005 [NNS] 'spenders'
0.0005 [NNS] 'stands'
0.0005 [NNS] 'Attorneys'
0.0005 [NNS] 'Imports'
0.0005 [NNS] 'periods'
0.0005 [NNS] 'Investors'
0.0005 [NNS] 'experts'
0.0005 [NNS] 'demonstrators'
0.0005 [NNS] 'protests'
0.0005 [NNS] 'roofs'
0.0005 [NNS] 'scholars'
0.0005 [NNS] 'lawsuits'
0.0005 [NNS] 'sections'
0.0005 [NNS] 'tours'
0.0005 [NNS] 'stakes'
0.0005 [NNS] 'thrifts'
0.0005 [NNS] 'policies'
0.0005 [NNS] 'tons'
0.0005 [NNS] 'anxieties'
0.0005 [NNS] 'economics'
0.0005 [NNS] 'visitors'
0.0005 [NNS] 'practitioners'
0.0005 [NNS] 'hundreds'
0.0005 [NNS] 'advocates'
0.0005 [NNS] 'voices'
0.0005 [NNS] 'callers'
0.0005 [NNS] 'stars'
0.0005 [NNS] 'consequences'
0.0005 [NNS] 'eyes'
0.0005 [NNS] 'techniques'
0.0005 [NNS] 'lines'
0.0005 [NNS] 'pieces'
0.0005 [NNS] 'congressmen'
0.0005 [NNS] 'lawmakers'
0.0005 [NNS] 'flows'
0.0005 [NNS] 'suspensions'
0.0005 [NNS] 'ADRs'
0.0005 [NNS] 'photographs'
0.0005 [NNS] 'indexers'
0.0005 [NNS] 'swaps'
0.0005 [NNS] 'episodes'
0.0005 [NNS] 'failures'
0.0005 [NNS] 'openings'
0.0005 [NNS] 'Ringers'
0.0005 [NNS] 'proponents'
0.0005 [NNS] 'kinds'
0.0005 [NNS] 'fatalities'
0.0005 [NNS] 'peals'
0.0005 [NNS] 'Banks'
0.0005 [NNS] 'Eurobonds'
0.0005 [NNS] 'superpremiums'
0.0005 [NNS] 'unions'
0.0005 [NNS] 'smokers'
0.0005 [NNS] 'stadiums'
0.0005 [NNS] 'grapes'
0.0005 [NNS] 'conversations'
0.0005 [NNS] 'CEOs'
0.0005 [NNS] 'studies'
0.0005 [NNS] 'bonuses'
0.0005 [NNS] 'lights'
0.0005 [NNS] 'boosters'
0.0005 [NNS] 'loops'
0.0005 [NNS] 'aides'
0.0005 [NNS] 'governors'
0.0005 [NNS] 'warnings'
0.0005 [NNS] 'halts'
0.0005 [NNS] 'threats'
0.0005 [NNS] 'inefficiencies'
0.0005 [NNS] 'purchasers'
0.0005 [NNS] 'attempts'
0.0005 [NNS] 'environments'
0.0005 [NNS] 'classics'
0.0005 [NNS] 'six-packs'
0.0005 [NNS] 'Soviets'
0.0005 [NNS] 'users'
0.0005 [NNS] 'writers'
0.0005 [NNS] 'reservations'
0.0005 [NNS] 'industrials'
0.0005 [NNS] 'bankers'
0.0005 [NNS] 'decisions'
0.0005 [NNS] 'fears'
0.0005 [NNS] 'spaces'
0.0005 [NNS] 'economists'
0.0005 [NNS] 'ranks'
0.0005 [NNS] 'outlets'
0.0005 [NNS] 'movements'
0.0005 [NNS] 'obstacles'
0.0005 [NNS] 'scripts'
0.0005 [NNS] 'widgets'
0.0005 [NNS] 'discrepancies'
0.0005 [NNS] 'tickets'
0.0005 [NNS] 'facts'
0.0005 [NNS] 'models'
0.0005 [NNS] 'supercomputers'
0.0005 [NNS] 'rifles'
0.0005 [NNS] 'matters'
0.0005 [NNS] 'presidents'
0.0005 [NNS] 'circumstances'
0.0005 [NNS] 'refunds'
0.0005 [NNS] 'weeklies'
0.0005 [NNS] 'causes'
0.0005 [NNS] 'reformers'
0.0005 [NNS] 'classes'
0.0005 [NNS] 'drives'
0.0003 [NNS] 'POTABLES'
0.0003 [NNS] 'holdings'
0.0003 [NNS] 'allegations'
0.0003 [NNS] 'posters'
0.0003 [NNS] 'ensembles'
0.0003 [NNS] 'sweatshirts'
0.0003 [NNS] 'goblins'
0.0003 [NNS] 'necessities'
0.0003 [NNS] 'consultants'
0.0003 [NNS] 'citizens'
0.0003 [NNS] 'witnesses'
0.0003 [NNS] 'miscarriages'
0.0003 [NNS] 'drawbacks'
0.0003 [NNS] 'matches'
0.0003 [NNS] 'tallies'
0.0003 [NNS] 'Barrels'
0.0003 [NNS] 'developments'
0.0003 [NNS] 'observations'
0.0003 [NNS] 'allies'
0.0003 [NNS] 'acts'
0.0003 [NNS] 'PETS'
0.0003 [NNS] 'sub-segments'
0.0003 [NNS] 'semesters'
0.0003 [NNS] 'platitudes'
0.0003 [NNS] 'multiples'
0.0003 [NNS] 'stirrings'
0.0003 [NNS] 'Policies'
0.0003 [NNS] 'boosts'
0.0003 [NNS] 'operators'
0.0003 [NNS] 'credits'
0.0003 [NNS] 'bricks'
0.0003 [NNS] 'reps'
0.0003 [NNS] 'pins'
0.0003 [NNS] 'clippings'
0.0003 [NNS] 'dams'
0.0003 [NNS] 'interactions'
0.0003 [NNS] 'lyrics'
0.0003 [NNS] 'abortions'
0.0003 [NNS] 'cells'
0.0003 [NNS] 'referrals'
0.0003 [NNS] 'diplomats'
0.0003 [NNS] 'fighters'
0.0003 [NNS] 'Packages'
0.0003 [NNS] 'chairs'
0.0003 [NNS] 'fronts'
0.0003 [NNS] 'payrolls'
0.0003 [NNS] 'corridors'
0.0003 [NNS] 'tubes'
0.0003 [NNS] 'remarks'
0.0003 [NNS] 'cards'
0.0003 [NNS] 'staffs'
0.0003 [NNS] 'milestones'
0.0003 [NNS] 'Results'
0.0003 [NNS] 'Polls'
0.0003 [NNS] 'cabs'
0.0003 [NNS] 'categories'
0.0003 [NNS] 'exits'
0.0003 [NNS] 'identities'
0.0003 [NNS] 'leases'
0.0003 [NNS] 'modems'
0.0003 [NNS] 'Areas'
0.0003 [NNS] 'felonies'
0.0003 [NNS] 'holidays'
0.0003 [NNS] 'tutorials'
0.0003 [NNS] 'bunches'
0.0003 [NNS] 'parlors'
0.0003 [NNS] 'disclosures'
0.0003 [NNS] 'clerics'
0.0003 [NNS] 'Vacancies'
0.0003 [NNS] 'dashes'
0.0003 [NNS] 'combinations'
0.0003 [NNS] 'cuvees'
0.0003 [NNS] 'Spreads'
0.0003 [NNS] 'virtues'
0.0003 [NNS] 'starters'
0.0003 [NNS] 'carriers'
0.0003 [NNS] 'alumni'
0.0003 [NNS] 'Periods'
0.0003 [NNS] 'Associates'
0.0003 [NNS] 'Destinations'
0.0003 [NNS] 'aftereffects'
0.0003 [NNS] 'ushers'
0.0003 [NNS] 'church-goers'
0.0003 [NNS] 'feelings'
0.0003 [NNS] 'rigors'
0.0003 [NNS] 'Firms'
0.0003 [NNS] 'SERVICES'
0.0003 [NNS] 'symptoms'
0.0003 [NNS] 'manipulators'
0.0003 [NNS] 'titans'
0.0003 [NNS] 'perceptions'
0.0003 [NNS] 'proposals'
0.0003 [NNS] 'foods'
0.0003 [NNS] 'capital-gains'
0.0003 [NNS] 'three-sevenths'
0.0003 [NNS] 'Countries'
0.0003 [NNS] 'lookee-loos'
0.0003 [NNS] 'foreigners'
0.0003 [NNS] 'delays'
0.0003 [NNS] 'pricings'
0.0003 [NNS] 'discounts'
0.0003 [NNS] 'additions'
0.0003 [NNS] 'inches'
0.0003 [NNS] 'Charities'
0.0003 [NNS] 'spirits'
0.0003 [NNS] 'index-options'
0.0003 [NNS] 'aids'
0.0003 [NNS] 'comedies'
0.0003 [NNS] 'vaccines'
0.0003 [NNS] 'contradictions'
0.0003 [NNS] 'breakers'
0.0003 [NNS] 'Colleges'
0.0003 [NNS] 'Items'
0.0003 [NNS] 'Sundays'
0.0003 [NNS] 'therapies'
0.0003 [NNS] 'ACCEPTANCES'
0.0003 [NNS] 'listeners'
0.0003 [NNS] 'Futures'
0.0003 [NNS] 'execs'
0.0003 [NNS] 'entrants'
0.0003 [NNS] 'bargains'
0.0003 [NNS] 'ships'
0.0003 [NNS] 'Champagnes'
0.0003 [NNS] 'IRAs'
0.0003 [NNS] 'demonstrations'
0.0003 [NNS] 'clerks'
0.0003 [NNS] 'showings'
0.0003 [NNS] 'dinosaurs'
0.0003 [NNS] 'imbalances'
0.0003 [NNS] 'hospitals'
0.0003 [NNS] 'indications'
0.0003 [NNS] 'Relations'
0.0003 [NNS] 'screens'
0.0003 [NNS] 'graphs'
0.0003 [NNS] 'starts'
0.0003 [NNS] 'colleges'
0.0003 [NNS] 'lenders'
0.0003 [NNS] 'rings'
0.0003 [NNS] 'insiders'
0.0003 [NNS] 'riders'
0.0003 [NNS] 'beds'
0.0003 [NNS] 'means'
0.0003 [NNS] 'Editorials'
0.0003 [NNS] 'Signs'
0.0003 [NNS] 'honors'
0.0003 [NNS] 'occurrences'
0.0003 [NNS] 'Bonds'
0.0003 [NNS] 'grants'
0.0003 [NNS] 'papers'
0.0003 [NNS] 'Inventories'
0.0003 [NNS] 'representatives'
0.0003 [NNS] 'BIRDS'
0.0003 [NNS] 'viewpoints'
0.0003 [NNS] 'branches'
0.0003 [NNS] 'soldiers'
0.0003 [NNS] 'microcomputers'
0.0003 [NNS] 'cheerleaders'
0.0003 [NNS] 'ethics'
0.0003 [NNS] 'Characters'
0.0003 [NNS] 'passers-by'
0.0003 [NNS] 'ratepayers'
0.0003 [NNS] 'giveaways'
0.0003 [NNS] 'boyfriends'
0.0003 [NNS] 'pirates'
0.0003 [NNS] 'providers'
0.0003 [NNS] 'excesses'
0.0003 [NNS] 'witches'
0.0003 [NNS] 'Lawyers'
0.0003 [NNS] 'traditionalists'
0.0003 [NNS] 'reds'
0.0003 [NNS] 'pools'
0.0003 [NNS] 'Pressures'
0.0003 [NNS] 'mid-1990s'
0.0003 [NNS] 'shirts'
0.0003 [NNS] 'fixes'
0.0003 [NNS] 'communications'
0.0003 [NNS] 'rises'
0.0003 [NNS] 'calculations'
0.0003 [NNS] 'Germans'
0.0003 [NNS] 'doors'
0.0003 [NNS] 'Neanderthals'
0.0003 [NNS] 'foundations'
0.0003 [NNS] 'legislators'
0.0003 [NNS] 'beers'
0.0003 [NNS] 'public-relations'
0.0003 [NNS] 'passages'
0.0003 [NNS] 'claims'
0.0003 [NNS] 'aspects'
0.0003 [NNS] 'assertions'
0.0003 [NNS] 'departures'
0.0003 [NNS] 'derivatives'
0.0003 [NNS] 'Orders'
0.0003 [NNS] 'pharaohs'
0.0003 [NNS] 'solutions'
0.0003 [NNS] 'passions'
0.0003 [NNS] 'superiors'
0.0003 [NNS] 'moments'
0.0003 [NNS] 'wires'
0.0003 [NNS] 'shovels'
0.0003 [NNS] 'calls'
0.0003 [NNS] 'narcotics'
0.0003 [NNS] 'joys'
0.0003 [NNS] 'magnets'
0.0003 [NNS] 'Experts'
0.0003 [NNS] 'museums'
0.0003 [NNS] 'queers'
0.0003 [NNS] 'gangs'
0.0003 [NNS] 'revenues'
0.0003 [NNS] 'outsiders'
0.0003 [NNS] 'accountants'
0.0003 [NNS] 'building-products'
0.0003 [NNS] 'environmentalists'
0.0003 [NNS] 'sacks'
0.0003 [NNS] 'Participants'
0.0003 [NNS] 'fans'
0.0003 [NNS] 'Mitsubishi'
0.0003 [NNS] 'doctors'
0.0003 [NNS] 'borrowers'
0.0003 [NNS] 'spiders'
0.0003 [NNS] 'stairs'
0.0003 [NNS] 'facilities'
0.0003 [NNS] 'multinationals'
0.0003 [NNS] 'discos'
0.0003 [NNS] 'crashes'
0.0003 [NNS] 'accommodations'
0.0003 [NNS] 'curses'
0.0003 [NNS] 'possessions'
0.0003 [NNS] 'errors'
0.0003 [NNS] 'CDs'
0.0003 [NNS] 'jitters'
0.0003 [NNS] 'sell-offs'
0.0003 [NNS] 'intrusions'
0.0003 [NNS] 'crews'
0.0003 [NNS] 'mechanisms'
0.0003 [NNS] 'TROUBLES'
0.0003 [NNS] 'Interviews'
0.0003 [NNS] 'signals'
0.0003 [NNS] 'erasures'
0.0003 [NNS] 'vetoes'
0.0003 [NNS] 'patients'
0.0003 [NNS] 'write-downs'
0.0003 [NNS] 'classifications'
0.0003 [NNS] 'Stockholders'
0.0003 [NNS] 'designations'
0.0003 [NNS] 'growers'
0.0003 [NNS] 'RATES'
0.0003 [NNS] 'amps'
0.0003 [NNS] 'champions'
0.0003 [NNS] 'billings'
0.0003 [NNS] 'borders'
0.0003 [NNS] 'pills'
0.0003 [NNS] 'two-thirds'
0.0003 [NNS] 'fires'
0.0003 [NNS] 'judgments'
0.0003 [NNS] 'overruns'
0.0003 [NNS] 'T-shirts'
0.0003 [NNS] 'emotions'
0.0003 [NNS] 'Citizens'
0.0003 [NNS] 'Ideas'
0.0003 [NNS] 'tunes'
0.0003 [NNS] 'moons'
0.0003 [NNS] 'humans'
0.0003 [NNS] 'incisions'
0.0003 [NNS] 'Graduates'
0.0003 [NNS] 'liberals'
0.0003 [NNS] 'Friends'
0.0003 [NNS] 'incomes'
0.0003 [NNS] 'requests'
0.0003 [NNS] 'retailers'
0.0003 [NNS] 'co-developers'
0.0003 [NNS] 'administrators'
0.0003 [NNS] 'characters'
0.0003 [NNS] 'bulls'
0.0003 [NNS] 'Individuals'
0.0003 [NNS] 'newsstands'
0.0003 [NNS] 'carillons'
0.0003 [NNS] 'Manufacturers'
0.0003 [NNS] 'motives'
0.0003 [NNS] 'guns'
0.0003 [NNS] 'preferences'
0.0003 [NNS] 'Yields'
0.0003 [NNS] 'knowns'
0.0003 [NNS] 'generations'
0.0003 [NNS] 'ministers'
0.0003 [NNS] 'Communists'
0.0003 [NNS] 'drinks'
0.0003 [NNS] 'managements'
0.0003 [NNS] 'Lids'
0.0003 [NNS] 'settlements'
0.0003 [NNS] 'stones'
0.0003 [NNS] 'desires'
0.0003 [NNS] 'blocks'
0.0003 [NNS] 'spreads'
0.0003 [NNS] 'tactics'
0.0003 [NNS] 'magicians'
0.0003 [NNS] 'Appropriations'
0.0003 [NNS] 'sparkplugs'
0.0003 [NNS] 'screenwriters'
0.0003 [NNS] 'kits'
0.0003 [NNS] 'gifts'
0.0003 [NNS] 'tapes'
0.0003 [NNS] 'lungs'
0.0003 [NNS] 'concessions'
0.0003 [NNS] 'audiocassettes'
0.0003 [NNS] 'speeches'
0.0003 [NNS] 'retorts'
0.0003 [NNS] 'beneficiaries'
0.0003 [NNS] 'cues'
0.0003 [NNS] 'firings'
0.0003 [NNS] 'plainclothes'
0.0003 [NNS] 'baskets'
0.0003 [NNS] 'Dealers'
0.0003 [NNS] 'capsules'
0.0003 [NNS] 'generalizations'
0.0003 [NNS] 'strategies'
0.0003 [NNS] 'sectors'
0.0003 [NNS] 'Factories'
0.0003 [NNS] 'bottles'
0.0003 [NNS] 'purposes'
0.0003 [NNS] 'hurdles'
0.0003 [NNS] 'corners'
0.0003 [NNS] 'bundles'
